nlev,variant,blocking,tile_y,cell_dist,schedule,target,block_bytes,vector_width,mu,delta,delta_numa,delta_max,mu_delta,mu_delta_numa,l1_ratio,beta,alpha,gamma,P_NUMA,T
90,0,8,0,normal_var1,omp_collapse2,cpu_scalar,64,1,21.672255,191.876400,55.113233,469247.711775,4158.385697,1194.445738,0.039062,0.6000,0.4000,0.0500,4,921600
90,0,8,0,normal_var4,omp_collapse2,gpu_scalar,128,1,10.920405,106.004598,30.478674,116432.582724,1157.613895,332.835497,0.039062,0.6000,0.4000,0.0500,4,921600
90,0,16,0,uniform,omp_collapse2,gpu_scalar,128,1,66.857899,72.109968,20.657212,316195.175790,4821.122268,1381.096189,0.078125,0.6000,0.4000,0.0500,4,460800
90,0,8,0,normal_var4,omp_collapse2,cpu_avx512,64,8,21.840809,190.241904,54.748233,465706.206167,4155.040826,1195.731499,0.039062,0.6000,0.4000,0.0500,4,921600
90,0,8,0,normal_var1,omp_for,gpu_scalar,128,1,10.836127,106.973815,30.703566,117317.960337,1159.179000,332.712351,0.039062,0.6000,0.4000,0.0500,4,921600
90,0,8,0,exact,omp_collapse2,cpu_avx512,64,8,9.650412,10.154089,5.136120,10738.016490,98.004710,49.606966,0.039062,0.6000,0.4000,0.0500,4,1382400
90,0,8,0,exact,omp_collapse2,gpu_warp32,128,32,4.825206,6.385839,3.251166,2685.580159,30.817534,15.700247,0.039062,0.6000,0.4000,0.0500,4,1382400
90,0,8,0,normal_var1,omp_collapse2,cpu_avx512,64,8,21.672255,191.876400,55.113233,469247.711775,4158.385697,1194.445738,0.039062,0.6000,0.4000,0.0500,4,921600
90,0,8,0,normal_var1,omp_collapse2,gpu_warp32,128,32,10.836127,106.973815,30.703566,117317.960337,1159.179000,332.712351,0.039062,0.6000,0.4000,0.0500,4,921600
90,0,32,0,normal_var4,omp_collapse2,cpu_scalar,64,1,81.819097,53.715198,15.777005,528300.945066,4394.928738,1290.857759,0.156250,0.6000,0.4000,0.0500,4,230400
90,0,32,0,normal_var1,omp_collapse2,cpu_scalar,64,1,81.656988,53.981088,16.016527,529427.844734,4407.934117,1307.864630,0.156250,0.6000,0.4000,0.0500,4,230400
90,0,32,0,exact,omp_for,gpu_warp32,128,32,14.906163,6.966987,3.425162,8808.602933,103.833934,51.029240,0.156250,0.6000,0.4000,0.0500,4,345600
90,0,32,0,uniform,omp_collapse2,cpu_scalar,64,1,139.825347,67.583060,19.542771,617706.441986,9449.822110,2732.579516,0.156250,0.6000,0.4000,0.0500,4,230400
90,0,32,0,exact,omp_for,cpu_avx512,64,8,25.456597,10.288860,5.283448,15701.361149,261.888129,134.450738,0.156250,0.6000,0.4000,0.0500,4,345600
90,0,32,0,normal_var4,omp_collapse2,cpu_avx512,64,8,81.819097,53.715198,15.777005,528300.945066,4394.928738,1290.857759,0.156250,0.6000,0.4000,0.0500,4,230400
90,0,64,0,exact,omp_collapse2,gpu_warp32,128,32,25.018056,8.138597,4.259253,10081.642423,203.591424,106.517724,0.312500,0.6000,0.4000,0.0500,4,172800
90,0,32,0,normal_var1,omp_collapse2,gpu_warp32,128,32,73.351736,32.482344,9.536270,293671.232722,2382.637594,699.503567,0.156250,0.6000,0.4000,0.0500,4,230400
90,0,32,0,normal_var1,omp_collapse2,cpu_avx512,64,8,81.656988,53.981088,16.016527,529427.844734,4407.934117,1307.864630,0.156250,0.6000,0.4000,0.0500,4,230400
90,0,64,0,exact,omp_collapse2,gpu_scalar,128,1,25.018056,8.138597,4.259253,10081.642423,203.591424,106.517724,0.312500,0.6000,0.4000,0.0500,4,172800
90,0,64,0,exact,omp_collapse2,cpu_avx512,64,8,44.856424,13.277123,7.359974,18286.942284,595.496831,330.027455,0.312500,0.6000,0.4000,0.0500,4,172800
90,0,16,0,exact,omp_collapse2,gpu_warp32,128,32,9.527821,7.654205,3.750655,7445.177486,72.918043,35.749826,0.078125,0.6000,0.4000,0.0500,4,691200
90,0,16,0,exact,omp_collapse2,gpu_scalar,128,1,9.527821,7.654205,3.750655,7445.177486,72.918043,35.749826,0.078125,0.6000,0.4000,0.0500,4,691200
90,0,32,0,sequential,omp_for,gpu_warp32,128,32,72.751736,32.790666,9.583383,296071.267036,2385.576882,697.207688,0.156250,0.6000,0.4000,0.0500,4,230400
90,0,32,0,sequential,omp_for,gpu_scalar,128,1,72.751736,32.790666,9.583383,296071.267036,2385.576882,697.207688,0.156250,0.6000,0.4000,0.0500,4,230400
90,0,16,0,exact,omp_collapse2,cpu_avx512,64,8,15.223351,10.339678,4.963617,12909.329847,157.377306,75.516981,0.078125,0.6000,0.4000,0.0500,4,691200
90,0,32,0,sequential,omp_for,cpu_avx512,64,8,81.040191,54.413339,16.058323,533271.685617,4409.666431,1301.370378,0.156250,0.6000,0.4000,0.0500,4,230400
90,0,32,0,normal_var4,omp_for,gpu_warp32,128,32,73.500564,32.311158,9.393106,292986.989282,2374.888065,690.397036,0.156250,0.6000,0.4000,0.0500,4,230400
90,0,32,0,normal_var1,omp_for,gpu_warp32,128,32,73.351736,32.482344,9.536270,293671.232722,2382.637594,699.503567,0.156250,0.6000,0.4000,0.0500,4,230400
90,0,32,0,normal_var4,omp_for,gpu_scalar,128,1,73.500564,32.311158,9.393106,292986.989282,2374.888065,690.397036,0.156250,0.6000,0.4000,0.0500,4,230400
90,0,32,0,normal_var1,omp_for,cpu_avx512,64,8,81.656988,53.981088,16.016527,529427.844734,4407.934117,1307.864630,0.156250,0.6000,0.4000,0.0500,4,230400
90,0,32,0,normal_var1,omp_for,gpu_scalar,128,1,73.351736,32.482344,9.536270,293671.232722,2382.637594,699.503567,0.156250,0.6000,0.4000,0.0500,4,230400
90,0,16,0,exact,omp_for,gpu_warp32,128,32,9.527821,7.654205,3.750655,7445.177486,72.918043,35.749826,0.078125,0.6000,0.4000,0.0500,4,691200
90,0,16,0,exact,omp_for,gpu_scalar,128,1,9.527821,7.654205,3.750655,7445.177486,72.918043,35.749826,0.078125,0.6000,0.4000,0.0500,4,691200
90,0,16,0,sequential,omp_collapse2,cpu_avx512,64,8,41.070681,101.784445,29.609257,516244.249628,4180.358139,1216.074824,0.078125,0.6000,0.4000,0.0500,4,460800
90,0,16,0,sequential,omp_collapse2,gpu_warp32,128,32,36.974306,61.631630,17.872885,286253.230967,2278.786038,660.837579,0.078125,0.6000,0.4000,0.0500,4,460800
90,0,64,0,sequential,omp_collapse2,gpu_warp32,128,32,143.729253,19.106591,5.738777,301102.633604,2746.178766,824.830263,0.312500,0.6000,0.4000,0.0500,4,115200
90,0,16,0,uniform,omp_for,gpu_warp32,128,32,66.857899,72.109968,20.657212,316195.175790,4821.122268,1381.096189,0.078125,0.6000,0.4000,0.0500,4,460800
90,0,64,0,normal_var4,omp_collapse2,gpu_warp32,128,32,144.483941,19.147365,5.757738,299466.779531,2766.486140,831.899799,0.312500,0.6000,0.4000,0.0500,4,115200
90,0,16,0,uniform,omp_for,gpu_scalar,128,1,66.857899,72.109968,20.657212,316195.175790,4821.122268,1381.096189,0.078125,0.6000,0.4000,0.0500,4,460800
90,0,64,0,normal_var4,omp_collapse2,gpu_scalar,128,1,144.483941,19.147365,5.757738,299466.779531,2766.486140,831.899799,0.312500,0.6000,0.4000,0.0500,4,115200
90,0,16,0,exact,omp_for,cpu_avx512,64,8,15.223351,10.339678,4.963617,12909.329847,157.377306,75.516981,0.078125,0.6000,0.4000,0.0500,4,691200
90,0,64,0,normal_var4,omp_collapse2,cpu_avx512,64,8,161.513194,32.475100,10.068091,539436.679370,5245.156465,1626.128933,0.312500,0.6000,0.4000,0.0500,4,115200
90,0,16,0,normal_var1,omp_for,gpu_warp32,128,32,37.579188,60.855216,17.543089,281507.563131,2286.890173,659.255723,0.078125,0.6000,0.4000,0.0500,4,460800
90,0,128,0,exact,omp_collapse2,gpu_scalar,128,1,44.469444,10.137847,5.830501,12234.516949,450.811419,259.257717,0.625000,0.6000,0.4000,0.0500,4,86400
90,0,16,0,normal_var1,omp_for,cpu_avx512,64,8,41.684744,100.750837,29.138378,508523.385716,4199.773396,1214.626673,0.078125,0.6000,0.4000,0.0500,4,460800
90,0,128,0,exact,omp_collapse2,cpu_avx512,64,8,82.390972,17.710876,10.657603,22473.691861,1459.189898,877.894430,0.625000,0.6000,0.4000,0.0500,4,86400
90,0,8,0,exact,omp_collapse2,gpu_scalar,128,1,4.825206,6.385839,3.251166,2685.580159,30.817534,15.700247,0.039062,0.6000,0.4000,0.0500,4,1382400
90,0,8,0,normal_var4,omp_collapse2,gpu_warp32,128,32,10.920405,106.004598,30.478674,116432.582724,1157.613895,332.835497,0.039062,0.6000,0.4000,0.0500,4,921600
90,0,8,0,normal_var1,omp_collapse2,gpu_scalar,128,1,10.836127,106.973815,30.703566,117317.960337,1159.179000,332.712351,0.039062,0.6000,0.4000,0.0500,4,921600
90,0,32,0,normal_var4,omp_collapse2,gpu_scalar,128,1,73.500564,32.311158,9.393106,292986.989282,2374.888065,690.397036,0.156250,0.6000,0.4000,0.0500,4,230400
90,0,32,0,normal_var4,omp_collapse2,gpu_warp32,128,32,73.500564,32.311158,9.393106,292986.989282,2374.888065,690.397036,0.156250,0.6000,0.4000,0.0500,4,230400
90,0,32,0,uniform,omp_collapse2,gpu_warp32,128,32,133.313455,37.373693,10.772239,322870.287951,4982.414610,1436.087170,0.156250,0.6000,0.4000,0.0500,4,230400
90,0,32,0,uniform,omp_collapse2,cpu_avx512,64,8,139.825347,67.583060,19.542771,617706.441986,9449.822110,2732.579516,0.156250,0.6000,0.4000,0.0500,4,230400
90,0,32,0,normal_var1,omp_collapse2,gpu_scalar,128,1,73.351736,32.482344,9.536270,293671.232722,2382.637594,699.503567,0.156250,0.6000,0.4000,0.0500,4,230400
90,0,32,0,uniform,omp_collapse2,gpu_scalar,128,1,133.313455,37.373693,10.772239,322870.287951,4982.414610,1436.087170,0.156250,0.6000,0.4000,0.0500,4,230400
