nlev,variant,blocking,tile_y,schedule,target,block_bytes,vector_width,mu,delta,delta_numa,delta_max,mu_delta,mu_delta_numa,l1_ratio,beta,alpha,gamma,P_NUMA,T
90,0,64,0,omp_for,cpu_scalar,64,1,41.194030,5.499687,5.421987,12.673938,226.554291,223.353484,0.312500,0.6000,0.4000,0.0500,4,85760
90,0,8,0,omp_for,gpu_warp32,128,32,2.611940,0.595743,0.590478,0.603203,1.556045,1.542294,0.039062,0.6000,0.4000,0.0500,4,686080
90,0,8,0,omp_for,cpu_scalar,64,1,5.149254,1.125324,1.113628,1.147206,5.794580,5.734355,0.039062,0.6000,0.4000,0.0500,4,686080
90,0,16,0,omp_for,cpu_scalar,64,1,10.298507,1.750545,1.729403,2.794280,18.027996,17.810274,0.078125,0.6000,0.4000,0.0500,4,343040
90,0,64,0,omp_collapse2,cpu_scalar,64,1,41.194030,5.499687,5.421987,12.673938,226.554291,223.353484,0.312500,0.6000,0.4000,0.0500,4,85760
90,0,64,0,omp_collapse2,gpu_scalar,128,1,20.597015,2.999855,2.959880,6.087004,61.788067,60.964691,0.312500,0.6000,0.4000,0.0500,4,85760
90,0,16,0,omp_collapse2,gpu_scalar,128,1,5.149254,1.125275,1.113581,1.147149,5.794327,5.734114,0.078125,0.6000,0.4000,0.0500,4,343040
90,0,32,0,omp_for,cpu_avx512,64,8,20.597015,3.000674,2.960658,6.088029,61.804927,60.980722,0.156250,0.6000,0.4000,0.0500,4,171520
90,0,64,0,omp_collapse2,cpu_avx512,64,8,41.194030,5.499687,5.421987,12.673938,226.554291,223.353484,0.312500,0.6000,0.4000,0.0500,4,85760
90,0,16,0,omp_collapse2,cpu_avx512,64,8,10.298507,1.750545,1.729403,2.794280,18.027996,17.810274,0.078125,0.6000,0.4000,0.0500,4,343040
90,0,8,0,omp_for,gpu_scalar,128,1,2.611940,0.595743,0.590478,0.603203,1.556045,1.542294,0.039062,0.6000,0.4000,0.0500,4,686080
90,0,8,0,omp_collapse2,gpu_warp32,128,32,2.611940,0.595743,0.590478,0.603203,1.556045,1.542294,0.039062,0.6000,0.4000,0.0500,4,686080
90,0,32,0,omp_for,gpu_scalar,128,1,10.298507,1.750343,1.729211,2.794032,18.025919,17.808294,0.156250,0.6000,0.4000,0.0500,4,171520
90,0,32,0,omp_collapse2,gpu_warp32,128,32,10.298507,1.750343,1.729211,2.794032,18.025919,17.808294,0.156250,0.6000,0.4000,0.0500,4,171520
90,0,16,0,omp_for,cpu_avx512,64,8,10.298507,1.750545,1.729403,2.794280,18.027996,17.810274,0.078125,0.6000,0.4000,0.0500,4,343040
90,0,8,0,omp_for,cpu_avx512,64,8,5.149254,1.125324,1.113628,1.147206,5.794580,5.734355,0.039062,0.6000,0.4000,0.0500,4,686080
90,0,32,0,omp_collapse2,cpu_scalar,64,1,20.597015,3.000674,2.960658,6.088029,61.804927,60.980722,0.156250,0.6000,0.4000,0.0500,4,171520
90,0,16,0,omp_for,gpu_scalar,128,1,5.149254,1.125275,1.113581,1.147149,5.794327,5.734114,0.078125,0.6000,0.4000,0.0500,4,343040
90,0,64,0,omp_for,gpu_scalar,128,1,20.597015,2.999855,2.959880,6.087004,61.788067,60.964691,0.312500,0.6000,0.4000,0.0500,4,85760
90,0,64,0,omp_for,cpu_avx512,64,8,41.194030,5.499687,5.421987,12.673938,226.554291,223.353484,0.312500,0.6000,0.4000,0.0500,4,85760
90,0,32,0,omp_collapse2,gpu_scalar,128,1,10.298507,1.750343,1.729211,2.794032,18.025919,17.808294,0.156250,0.6000,0.4000,0.0500,4,171520
90,0,8,0,omp_collapse2,cpu_scalar,64,1,5.149254,1.125324,1.113628,1.147206,5.794580,5.734355,0.039062,0.6000,0.4000,0.0500,4,686080
90,0,8,0,omp_collapse2,gpu_scalar,128,1,2.611940,0.595743,0.590478,0.603203,1.556045,1.542294,0.039062,0.6000,0.4000,0.0500,4,686080
90,0,32,0,omp_collapse2,cpu_avx512,64,8,20.597015,3.000674,2.960658,6.088029,61.804927,60.980722,0.156250,0.6000,0.4000,0.0500,4,171520
90,0,8,0,omp_collapse2,cpu_avx512,64,8,5.149254,1.125324,1.113628,1.147206,5.794580,5.734355,0.039062,0.6000,0.4000,0.0500,4,686080
90,0,16,0,omp_collapse2,gpu_warp32,128,32,5.149254,1.125275,1.113581,1.147149,5.794327,5.734114,0.078125,0.6000,0.4000,0.0500,4,343040
90,0,128,0,omp_collapse2,gpu_scalar,128,1,41.194030,5.496390,5.418855,12.669767,226.418451,223.224488,0.625000,0.6000,0.4000,0.0500,4,42880
90,0,128,0,omp_for,cpu_avx512,64,8,82.388060,10.492733,10.339919,25.839394,864.475930,851.885896,0.625000,0.6000,0.4000,0.0500,4,42880
90,0,128,0,omp_for,cpu_scalar,64,1,82.388060,10.492733,10.339919,25.839394,864.475930,851.885896,0.625000,0.6000,0.4000,0.0500,4,42880
90,0,128,0,omp_for,gpu_scalar,128,1,41.194030,5.496390,5.418855,12.669767,226.418451,223.224488,0.625000,0.6000,0.4000,0.0500,4,42880
90,0,128,0,omp_collapse2,gpu_warp32,128,32,41.194030,5.496390,5.418855,12.669767,226.418451,223.224488,0.625000,0.6000,0.4000,0.0500,4,42880
90,0,128,0,omp_collapse2,cpu_avx512,64,8,82.388060,10.492733,10.339919,25.839394,864.475930,851.885896,0.625000,0.6000,0.4000,0.0500,4,42880
90,0,128,0,omp_collapse2,cpu_scalar,64,1,82.388060,10.492733,10.339919,25.839394,864.475930,851.885896,0.625000,0.6000,0.4000,0.0500,4,42880
90,0,128,0,omp_for,gpu_warp32,128,32,41.194030,5.496390,5.418855,12.669767,226.418451,223.224488,0.625000,0.6000,0.4000,0.0500,4,42880
