nlev,variant,blocking,tile_y,schedule,target,block_bytes,vector_width,mu,delta,delta_numa,delta_max,mu_delta,mu_delta_numa,l1_ratio,beta,alpha,gamma,P_NUMA,T
90,1,0,0,omp_collapse2,gpu_scalar,128,1,0.312528,0.122205,0.195513,0.122205,0.038193,0.061103,0.000000,1.0000,0.0120,1.8000,4,7368795
90,1,0,0,omp_for,gpu_scalar,128,1,0.312502,0.085982,0.115050,0.085982,0.026870,0.035953,0.000000,1.0000,0.0120,1.8000,4,7372800
90,1,0,0,omp_collapse2,gpu_warp32,128,32,10.001860,3.409284,5.454394,5.342989,34.099179,54.554111,0.000000,1.0000,0.0120,1.8000,4,230229
90,1,0,0,omp_collapse2,cpu_scalar,64,1,0.625027,0.244422,0.391045,0.244422,0.152770,0.244414,0.000000,1.0000,0.0120,1.8000,4,7368795
90,3,0,0,omp_for,cpu_scalar,64,1,0.644444,0.317856,0.441474,0.317856,0.204840,0.284505,0.000000,1.0000,0.0120,1.8000,4,7372800
90,3,0,0,omp_for,cpu_avx512,64,8,5.090909,1.293414,1.701524,1.741464,6.584653,8.662304,0.000000,1.0000,0.0120,1.8000,4,901120
90,3,0,0,omp_for,gpu_scalar,128,1,0.322222,0.161626,0.223055,0.161626,0.052080,0.071873,0.000000,1.0000,0.0120,1.8000,4,7372800
90,0,128,0,omp_for,cpu_avx512,64,8,48.622222,8.463486,8.468198,23.385071,411.513486,411.742584,0.437500,1.0000,0.0120,1.8000,4,57600
90,0,128,0,omp_for,cpu_scalar,64,1,48.622222,8.463486,8.468198,23.385071,411.513486,411.742584,0.437500,1.0000,0.0120,1.8000,4,57600
90,0,128,0,omp_collapse2,cpu_scalar,64,1,48.622222,8.463486,8.468198,23.385071,411.513486,411.742584,0.437500,1.0000,0.0120,1.8000,4,57600
90,0,32,0,omp_for,gpu_scalar,128,1,6.177778,1.499518,1.513400,2.483763,9.263690,9.349450,0.109375,1.0000,0.0120,1.8000,4,230400
90,0,32,0,omp_collapse2,gpu_warp32,128,32,6.177778,1.499518,1.513400,2.483763,9.263690,9.349450,0.109375,1.0000,0.0120,1.8000,4,230400
90,0,32,0,omp_for,gpu_warp32,128,32,6.177778,1.499518,1.513400,2.483763,9.263690,9.349450,0.109375,1.0000,0.0120,1.8000,4,230400
90,0,32,0,omp_collapse2,gpu_scalar,128,1,6.177778,1.499518,1.513400,2.483763,9.263690,9.349450,0.109375,1.0000,0.0120,1.8000,4,230400
90,0,8,0,omp_for,gpu_scalar,128,1,1.644444,0.515233,0.539992,0.515233,0.847272,0.887987,0.027344,1.0000,0.0120,1.8000,4,921600
90,0,32,0,omp_for,cpu_avx512,64,8,12.355556,2.482356,2.499489,5.426897,30.670887,30.882579,0.109375,1.0000,0.0120,1.8000,4,230400
90,0,32,0,omp_collapse2,cpu_scalar,64,1,12.355556,2.482356,2.499489,5.426897,30.670887,30.882579,0.109375,1.0000,0.0120,1.8000,4,230400
90,0,32,0,omp_for,cpu_scalar,64,1,12.355556,2.482356,2.499489,5.426897,30.670887,30.882579,0.109375,1.0000,0.0120,1.8000,4,230400
90,0,128,0,omp_collapse2,cpu_avx512,64,8,48.622222,8.463486,8.468198,23.385071,411.513486,411.742584,0.437500,1.0000,0.0120,1.8000,4,57600
90,0,8,0,omp_for,cpu_scalar,64,1,3.288889,1.031734,1.082012,1.031734,3.393257,3.558617,0.027344,1.0000,0.0120,1.8000,4,921600
90,0,8,0,omp_collapse2,cpu_scalar,64,1,3.288889,1.031734,1.082012,1.031734,3.393257,3.558617,0.027344,1.0000,0.0120,1.8000,4,921600
90,0,8,0,omp_collapse2,gpu_scalar,128,1,1.644444,0.515233,0.539992,0.515233,0.847272,0.887987,0.027344,1.0000,0.0120,1.8000,4,921600
90,0,64,0,omp_collapse2,gpu_scalar,128,1,12.222222,2.490561,2.498345,5.463626,30.440184,30.535330,0.218750,1.0000,0.0120,1.8000,4,115200
90,0,64,0,omp_for,gpu_scalar,128,1,12.222222,2.490561,2.498345,5.463626,30.440184,30.535330,0.218750,1.0000,0.0120,1.8000,4,115200
90,0,64,0,omp_collapse2,gpu_warp32,128,32,12.222222,2.490561,2.498345,5.463626,30.440184,30.535330,0.218750,1.0000,0.0120,1.8000,4,115200
90,0,64,0,omp_for,gpu_warp32,128,32,12.222222,2.490561,2.498345,5.463626,30.440184,30.535330,0.218750,1.0000,0.0120,1.8000,4,115200
90,0,64,0,omp_collapse2,cpu_scalar,64,1,24.444444,4.470401,4.479524,11.400654,109.276466,109.499477,0.218750,1.0000,0.0120,1.8000,4,115200
90,0,64,0,omp_for,cpu_scalar,64,1,24.444444,4.470401,4.479524,11.400654,109.276466,109.499477,0.218750,1.0000,0.0120,1.8000,4,115200
90,0,64,0,omp_collapse2,cpu_avx512,64,8,24.444444,4.470401,4.479524,11.400654,109.276466,109.499477,0.218750,1.0000,0.0120,1.8000,4,115200
90,0,64,0,omp_for,cpu_avx512,64,8,24.444444,4.470401,4.479524,11.400654,109.276466,109.499477,0.218750,1.0000,0.0120,1.8000,4,115200
90,0,128,0,omp_for,gpu_warp32,128,32,24.311111,4.485063,4.489206,11.450981,109.036855,109.137587,0.437500,1.0000,0.0120,1.8000,4,57600
90,0,128,0,omp_collapse2,gpu_scalar,128,1,24.311111,4.485063,4.489206,11.450981,109.036855,109.137587,0.437500,1.0000,0.0120,1.8000,4,57600
90,0,128,0,omp_for,gpu_scalar,128,1,24.311111,4.485063,4.489206,11.450981,109.036855,109.137587,0.437500,1.0000,0.0120,1.8000,4,57600
90,0,128,0,omp_collapse2,gpu_warp32,128,32,24.311111,4.485063,4.489206,11.450981,109.036855,109.137587,0.437500,1.0000,0.0120,1.8000,4,57600
90,0,8,0,omp_for,cpu_avx512,64,8,3.288889,1.031734,1.082012,1.031734,3.393257,3.558617,0.027344,1.0000,0.0120,1.8000,4,921600
90,0,8,0,omp_for,gpu_warp32,128,32,1.644444,0.515233,0.539992,0.515233,0.847272,0.887987,0.027344,1.0000,0.0120,1.8000,4,921600
90,0,8,0,omp_collapse2,gpu_warp32,128,32,1.644444,0.515233,0.539992,0.515233,0.847272,0.887987,0.027344,1.0000,0.0120,1.8000,4,921600
90,0,8,0,omp_collapse2,cpu_avx512,64,8,3.288889,1.031734,1.082012,1.031734,3.393257,3.558617,0.027344,1.0000,0.0120,1.8000,4,921600
90,0,16,0,omp_for,gpu_warp32,128,32,3.155556,1.012688,1.035540,1.012688,3.195595,3.267703,0.054688,1.0000,0.0120,1.8000,4,460800
90,0,16,0,omp_for,cpu_scalar,64,1,6.311111,1.502297,1.532844,2.469882,9.481162,9.673946,0.054688,1.0000,0.0120,1.8000,4,460800
90,0,16,0,omp_for,cpu_avx512,64,8,6.311111,1.502297,1.532844,2.469882,9.481162,9.673946,0.054688,1.0000,0.0120,1.8000,4,460800
90,0,16,0,omp_collapse2,cpu_avx512,64,8,6.311111,1.502297,1.532844,2.469882,9.481162,9.673946,0.054688,1.0000,0.0120,1.8000,4,460800
90,0,16,0,omp_collapse2,cpu_scalar,64,1,6.311111,1.502297,1.532844,2.469882,9.481162,9.673946,0.054688,1.0000,0.0120,1.8000,4,460800
90,0,16,0,omp_collapse2,gpu_warp32,128,32,3.155556,1.012688,1.035540,1.012688,3.195595,3.267703,0.054688,1.0000,0.0120,1.8000,4,460800
90,0,16,0,omp_for,gpu_scalar,128,1,3.155556,1.012688,1.035540,1.012688,3.195595,3.267703,0.054688,1.0000,0.0120,1.8000,4,460800
90,0,16,0,omp_collapse2,gpu_scalar,128,1,3.155556,1.012688,1.035540,1.012688,3.195595,3.267703,0.054688,1.0000,0.0120,1.8000,4,460800
90,0,32,0,omp_collapse2,cpu_avx512,64,8,12.355556,2.482356,2.499489,5.426897,30.670887,30.882579,0.109375,1.0000,0.0120,1.8000,4,230400
