id,cv,cv_IC,ch,ch_IC,f,f_IC,s,s_IC,n,n_IN,lm,lm_IC
628,V6,v_first,V2,h_first,V6,v_first,V1,h_first,V6,AoS,V2,h_first
629,V6,v_first,V2,h_first,V6,v_first,V1,h_first,V6,AoS,V6,v_first
630,V6,v_first,V2,h_first,V6,v_first,V2,h_first,V1,SoA,V1,h_first
631,V6,v_first,V2,h_first,V6,v_first,V2,h_first,V1,SoA,V2,h_first
632,V6,v_first,V2,h_first,V6,v_first,V2,h_first,V1,SoA,V6,v_first
633,V6,v_first,V2,h_first,V6,v_first,V2,h_first,V2,AoS,V1,h_first
634,V6,v_first,V2,h_first,V6,v_first,V2,h_first,V2,AoS,V2,h_first
635,V6,v_first,V2,h_first,V6,v_first,V2,h_first,V2,AoS,V6,v_first
636,V6,v_first,V2,h_first,V6,v_first,V2,h_first,V6,AoS,V1,h_first
637,V6,v_first,V2,h_first,V6,v_first,V2,h_first,V6,AoS,V2,h_first
638,V6,v_first,V2,h_first,V6,v_first,V2,h_first,V6,AoS,V6,v_first
639,V6,v_first,V2,h_first,V6,v_first,V6,v_first,V1,SoA,V1,h_first
640,V6,v_first,V2,h_first,V6,v_first,V6,v_first,V1,SoA,V2,h_first
641,V6,v_first,V2,h_first,V6,v_first,V6,v_first,V1,SoA,V6,v_first
642,V6,v_first,V2,h_first,V6,v_first,V6,v_first,V2,AoS,V1,h_first
643,V6,v_first,V2,h_first,V6,v_first,V6,v_first,V2,AoS,V2,h_first
644,V6,v_first,V2,h_first,V6,v_first,V6,v_first,V2,AoS,V6,v_first
645,V6,v_first,V2,h_first,V6,v_first,V6,v_first,V6,AoS,V1,h_first
646,V6,v_first,V2,h_first,V6,v_first,V6,v_first,V6,AoS,V2,h_first
647,V6,v_first,V2,h_first,V6,v_first,V6,v_first,V6,AoS,V6,v_first
648,V6,v_first,V6,v_first,V1,h_first,V1,h_first,V1,SoA,V1,h_first
649,V6,v_first,V6,v_first,V1,h_first,V1,h_first,V1,SoA,V2,h_first
650,V6,v_first,V6,v_first,V1,h_first,V1,h_first,V1,SoA,V6,v_first
651,V6,v_first,V6,v_first,V1,h_first,V1,h_first,V2,AoS,V1,h_first
652,V6,v_first,V6,v_first,V1,h_first,V1,h_first,V2,AoS,V2,h_first
653,V6,v_first,V6,v_first,V1,h_first,V1,h_first,V2,AoS,V6,v_first
654,V6,v_first,V6,v_first,V1,h_first,V1,h_first,V6,AoS,V1,h_first
655,V6,v_first,V6,v_first,V1,h_first,V1,h_first,V6,AoS,V2,h_first
656,V6,v_first,V6,v_first,V1,h_first,V1,h_first,V6,AoS,V6,v_first
657,V6,v_first,V6,v_first,V1,h_first,V2,h_first,V1,SoA,V1,h_first
658,V6,v_first,V6,v_first,V1,h_first,V2,h_first,V1,SoA,V2,h_first
659,V6,v_first,V6,v_first,V1,h_first,V2,h_first,V1,SoA,V6,v_first
660,V6,v_first,V6,v_first,V1,h_first,V2,h_first,V2,AoS,V1,h_first
661,V6,v_first,V6,v_first,V1,h_first,V2,h_first,V2,AoS,V2,h_first
662,V6,v_first,V6,v_first,V1,h_first,V2,h_first,V2,AoS,V6,v_first
663,V6,v_first,V6,v_first,V1,h_first,V2,h_first,V6,AoS,V1,h_first
664,V6,v_first,V6,v_first,V1,h_first,V2,h_first,V6,AoS,V2,h_first
665,V6,v_first,V6,v_first,V1,h_first,V2,h_first,V6,AoS,V6,v_first
666,V6,v_first,V6,v_first,V1,h_first,V6,v_first,V1,SoA,V1,h_first
667,V6,v_first,V6,v_first,V1,h_first,V6,v_first,V1,SoA,V2,h_first
668,V6,v_first,V6,v_first,V1,h_first,V6,v_first,V1,SoA,V6,v_first
669,V6,v_first,V6,v_first,V1,h_first,V6,v_first,V2,AoS,V1,h_first
670,V6,v_first,V6,v_first,V1,h_first,V6,v_first,V2,AoS,V2,h_first
671,V6,v_first,V6,v_first,V1,h_first,V6,v_first,V2,AoS,V6,v_first
672,V6,v_first,V6,v_first,V1,h_first,V6,v_first,V6,AoS,V1,h_first
673,V6,v_first,V6,v_first,V1,h_first,V6,v_first,V6,AoS,V2,h_first
674,V6,v_first,V6,v_first,V1,h_first,V6,v_first,V6,AoS,V6,v_first
675,V6,v_first,V6,v_first,V2,h_first,V1,h_first,V1,SoA,V1,h_first
676,V6,v_first,V6,v_first,V2,h_first,V1,h_first,V1,SoA,V2,h_first
677,V6,v_first,V6,v_first,V2,h_first,V1,h_first,V1,SoA,V6,v_first
678,V6,v_first,V6,v_first,V2,h_first,V1,h_first,V2,AoS,V1,h_first
679,V6,v_first,V6,v_first,V2,h_first,V1,h_first,V2,AoS,V2,h_first
680,V6,v_first,V6,v_first,V2,h_first,V1,h_first,V2,AoS,V6,v_first
681,V6,v_first,V6,v_first,V2,h_first,V1,h_first,V6,AoS,V1,h_first
682,V6,v_first,V6,v_first,V2,h_first,V1,h_first,V6,AoS,V2,h_first
683,V6,v_first,V6,v_first,V2,h_first,V1,h_first,V6,AoS,V6,v_first
684,V6,v_first,V6,v_first,V2,h_first,V2,h_first,V1,SoA,V1,h_first
685,V6,v_first,V6,v_first,V2,h_first,V2,h_first,V1,SoA,V2,h_first
686,V6,v_first,V6,v_first,V2,h_first,V2,h_first,V1,SoA,V6,v_first
687,V6,v_first,V6,v_first,V2,h_first,V2,h_first,V2,AoS,V1,h_first
688,V6,v_first,V6,v_first,V2,h_first,V2,h_first,V2,AoS,V2,h_first
689,V6,v_first,V6,v_first,V2,h_first,V2,h_first,V2,AoS,V6,v_first
690,V6,v_first,V6,v_first,V2,h_first,V2,h_first,V6,AoS,V1,h_first
691,V6,v_first,V6,v_first,V2,h_first,V2,h_first,V6,AoS,V2,h_first
692,V6,v_first,V6,v_first,V2,h_first,V2,h_first,V6,AoS,V6,v_first
693,V6,v_first,V6,v_first,V2,h_first,V6,v_first,V1,SoA,V1,h_first
694,V6,v_first,V6,v_first,V2,h_first,V6,v_first,V1,SoA,V2,h_first
695,V6,v_first,V6,v_first,V2,h_first,V6,v_first,V1,SoA,V6,v_first
696,V6,v_first,V6,v_first,V2,h_first,V6,v_first,V2,AoS,V1,h_first
697,V6,v_first,V6,v_first,V2,h_first,V6,v_first,V2,AoS,V2,h_first
698,V6,v_first,V6,v_first,V2,h_first,V6,v_first,V2,AoS,V6,v_first
699,V6,v_first,V6,v_first,V2,h_first,V6,v_first,V6,AoS,V1,h_first
700,V6,v_first,V6,v_first,V2,h_first,V6,v_first,V6,AoS,V2,h_first
701,V6,v_first,V6,v_first,V2,h_first,V6,v_first,V6,AoS,V6,v_first
702,V6,v_first,V6,v_first,V6,v_first,V1,h_first,V1,SoA,V1,h_first
703,V6,v_first,V6,v_first,V6,v_first,V1,h_first,V1,SoA,V2,h_first
704,V6,v_first,V6,v_first,V6,v_first,V1,h_first,V1,SoA,V6,v_first
705,V6,v_first,V6,v_first,V6,v_first,V1,h_first,V2,AoS,V1,h_first
706,V6,v_first,V6,v_first,V6,v_first,V1,h_first,V2,AoS,V2,h_first
707,V6,v_first,V6,v_first,V6,v_first,V1,h_first,V2,AoS,V6,v_first
708,V6,v_first,V6,v_first,V6,v_first,V1,h_first,V6,AoS,V1,h_first
709,V6,v_first,V6,v_first,V6,v_first,V1,h_first,V6,AoS,V2,h_first
710,V6,v_first,V6,v_first,V6,v_first,V1,h_first,V6,AoS,V6,v_first
711,V6,v_first,V6,v_first,V6,v_first,V2,h_first,V1,SoA,V1,h_first
712,V6,v_first,V6,v_first,V6,v_first,V2,h_first,V1,SoA,V2,h_first
713,V6,v_first,V6,v_first,V6,v_first,V2,h_first,V1,SoA,V6,v_first
714,V6,v_first,V6,v_first,V6,v_first,V2,h_first,V2,AoS,V1,h_first
715,V6,v_first,V6,v_first,V6,v_first,V2,h_first,V2,AoS,V2,h_first
716,V6,v_first,V6,v_first,V6,v_first,V2,h_first,V2,AoS,V6,v_first
717,V6,v_first,V6,v_first,V6,v_first,V2,h_first,V6,AoS,V1,h_first
718,V6,v_first,V6,v_first,V6,v_first,V2,h_first,V6,AoS,V2,h_first
719,V6,v_first,V6,v_first,V6,v_first,V2,h_first,V6,AoS,V6,v_first
720,V6,v_first,V6,v_first,V6,v_first,V6,v_first,V1,SoA,V1,h_first
721,V6,v_first,V6,v_first,V6,v_first,V6,v_first,V1,SoA,V2,h_first
722,V6,v_first,V6,v_first,V6,v_first,V6,v_first,V1,SoA,V6,v_first
723,V6,v_first,V6,v_first,V6,v_first,V6,v_first,V2,AoS,V1,h_first
724,V6,v_first,V6,v_first,V6,v_first,V6,v_first,V2,AoS,V2,h_first
725,V6,v_first,V6,v_first,V6,v_first,V6,v_first,V2,AoS,V6,v_first
726,V6,v_first,V6,v_first,V6,v_first,V6,v_first,V6,AoS,V1,h_first
727,V6,v_first,V6,v_first,V6,v_first,V6,v_first,V6,AoS,V2,h_first
728,V6,v_first,V6,v_first,V6,v_first,V6,v_first,V6,AoS,V6,v_first
